Audio Path,Type of Current
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/AC/240923-142436_Audio/drums_louder_50.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/AC/240923-142436_Audio/drums_louder_55.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/AC/240923-142436_Audio/drums_louder_60.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/AC/240923-142436_Audio/drums_louder_65.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/AC/240923-142436_Audio/drums_louder_70.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/AC/240923-142613_Audio/drums_louder_0.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/AC/240923-142613_Audio/drums_louder_10.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/AC/240923-142613_Audio/drums_louder_15.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/AC/240923-142613_Audio/drums_louder_20.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/AC/240923-142613_Audio/drums_louder_25.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/AC/240923-142613_Audio/drums_louder_30.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/AC/240923-142613_Audio/drums_louder_35.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/AC/240923-142613_Audio/drums_louder_40.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/AC/240923-142613_Audio/drums_louder_45.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/AC/240923-142613_Audio/drums_louder_5.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/AC/240923-142613_Audio/drums_louder_50.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/AC/240923-142613_Audio/drums_louder_55.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/AC/240923-144202_Audio/drums_louder_0.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/AC/240923-144202_Audio/drums_louder_10.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/AC/240923-144202_Audio/drums_louder_15.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/AC/240923-144202_Audio/drums_louder_20.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/AC/240923-144202_Audio/drums_louder_25.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/AC/240923-144202_Audio/drums_louder_30.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/AC/240923-144202_Audio/drums_louder_35.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/AC/240923-144202_Audio/drums_louder_40.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/AC/240923-144202_Audio/drums_louder_45.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/AC/240923-144202_Audio/drums_louder_5.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/AC/240923-144202_Audio/drums_louder_50.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/AC/240923-144202_Audio/drums_louder_55.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/AC/240923-144202_Audio/drums_louder_60.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/AC/240923-144349_Audio/drums_louder_0.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/AC/240923-144349_Audio/drums_louder_10.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/AC/240923-144349_Audio/drums_louder_15.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/AC/240923-144349_Audio/drums_louder_20.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/AC/240923-144349_Audio/drums_louder_25.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/AC/240923-144349_Audio/drums_louder_30.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/AC/240923-144349_Audio/drums_louder_35.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/AC/240923-144349_Audio/drums_louder_40.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/AC/240923-144349_Audio/drums_louder_45.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/AC/240923-144349_Audio/drums_louder_5.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/AC/240923-144349_Audio/drums_louder_50.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/AC/240923-144349_Audio/drums_louder_55.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/AC/240923-144349_Audio/drums_louder_60.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/AC/240923-144534_Audio/drums_louder_0.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/AC/240923-144534_Audio/drums_louder_10.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/AC/240923-144534_Audio/drums_louder_15.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/AC/240923-144534_Audio/drums_louder_20.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/AC/240923-144534_Audio/drums_louder_25.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/AC/240923-144534_Audio/drums_louder_30.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/AC/240923-144534_Audio/drums_louder_35.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/AC/240923-144534_Audio/drums_louder_40.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/AC/240923-144534_Audio/drums_louder_45.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/AC/240923-144534_Audio/drums_louder_5.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/AC/240923-144534_Audio/drums_louder_50.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/AC/240923-144534_Audio/drums_louder_55.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/AC/240923-144715_Audio/drums_louder_0.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/AC/240923-144715_Audio/drums_louder_10.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/AC/240923-144715_Audio/drums_louder_15.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/AC/240923-144715_Audio/drums_louder_20.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/AC/240923-144715_Audio/drums_louder_25.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/AC/240923-144715_Audio/drums_louder_30.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/AC/240923-144715_Audio/drums_louder_35.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/AC/240923-144715_Audio/drums_louder_40.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/AC/240923-144715_Audio/drums_louder_45.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/AC/240923-144715_Audio/drums_louder_5.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/AC/240923-144715_Audio/drums_louder_50.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/AC/240923-144715_Audio/drums_louder_55.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/AC/240923-144715_Audio/drums_louder_60.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/AC/240923-144857_Audio/drums_louder_0.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/AC/240923-144857_Audio/drums_louder_10.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/AC/240923-144857_Audio/drums_louder_15.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/AC/240923-144857_Audio/drums_louder_20.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/AC/240923-144857_Audio/drums_louder_25.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/AC/240923-144857_Audio/drums_louder_30.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/AC/240923-144857_Audio/drums_louder_35.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/AC/240923-144857_Audio/drums_louder_40.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/AC/240923-144857_Audio/drums_louder_45.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/AC/240923-144857_Audio/drums_louder_5.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/AC/240923-144857_Audio/drums_louder_50.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/AC/240923-144857_Audio/drums_louder_55.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/AC/240923-144857_Audio/drums_louder_60.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/AC/240923-144857_Audio/drums_louder_65.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/AC/240923-144857_Audio/drums_louder_70.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/DC/240912-151915_Audio/drums_louder_0.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/DC/240912-151915_Audio/drums_louder_10.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/DC/240912-151915_Audio/drums_louder_15.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/DC/240912-151915_Audio/drums_louder_20.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/DC/240912-151915_Audio/drums_louder_25.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/DC/240912-151915_Audio/drums_louder_30.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/DC/240912-151915_Audio/drums_louder_35.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/DC/240912-151915_Audio/drums_louder_5.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/DC/240912-152211_Audio/drums_louder_0.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/DC/240912-152211_Audio/drums_louder_10.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/DC/240912-152211_Audio/drums_louder_15.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/DC/240912-152211_Audio/drums_louder_20.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/DC/240912-152211_Audio/drums_louder_25.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/DC/240912-152211_Audio/drums_louder_30.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/DC/240912-152211_Audio/drums_louder_35.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/DC/240912-152211_Audio/drums_louder_40.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/DC/240912-152211_Audio/drums_louder_5.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/DC/240912-152326_Audio/drums_louder_0.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/DC/240912-152326_Audio/drums_louder_10.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/DC/240912-152326_Audio/drums_louder_15.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/DC/240912-152326_Audio/drums_louder_20.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/DC/240912-152326_Audio/drums_louder_25.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/DC/240912-152326_Audio/drums_louder_30.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/DC/240912-152326_Audio/drums_louder_35.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/DC/240912-152326_Audio/drums_louder_40.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/DC/240912-152326_Audio/drums_louder_5.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/DC/240912-152438_Audio/drums_louder_0.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/DC/240912-152438_Audio/drums_louder_10.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/DC/240912-152438_Audio/drums_louder_15.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/DC/240912-152438_Audio/drums_louder_20.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/DC/240912-152438_Audio/drums_louder_25.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/DC/240912-152438_Audio/drums_louder_30.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/DC/240912-152438_Audio/drums_louder_35.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/DC/240912-152438_Audio/drums_louder_5.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/DC/240912-153145_Audio/drums_louder_0.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/DC/240912-153145_Audio/drums_louder_10.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/DC/240912-153145_Audio/drums_louder_15.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/DC/240912-153145_Audio/drums_louder_20.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/DC/240912-153145_Audio/drums_louder_25.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/DC/240912-153145_Audio/drums_louder_30.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/DC/240912-153145_Audio/drums_louder_35.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/DC/240912-153145_Audio/drums_louder_40.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/DC/240912-153145_Audio/drums_louder_45.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/DC/240912-153145_Audio/drums_louder_5.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/DC/240912-153323_Audio/drums_louder_0.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/DC/240912-153323_Audio/drums_louder_10.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/DC/240912-153323_Audio/drums_louder_15.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/DC/240912-153323_Audio/drums_louder_20.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/DC/240912-153323_Audio/drums_louder_25.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/DC/240912-153323_Audio/drums_louder_30.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/DC/240912-153323_Audio/drums_louder_35.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/DC/240912-153323_Audio/drums_louder_40.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/DC/240912-153323_Audio/drums_louder_45.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/DC/240912-153323_Audio/drums_louder_5.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/DC/240912-153439_Audio/drums_louder_0.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/DC/240912-153439_Audio/drums_louder_10.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/DC/240912-153439_Audio/drums_louder_15.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/DC/240912-153439_Audio/drums_louder_20.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/DC/240912-153439_Audio/drums_louder_25.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/DC/240912-153439_Audio/drums_louder_30.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/DC/240912-153439_Audio/drums_louder_35.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/DC/240912-153439_Audio/drums_louder_40.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/DC/240912-153439_Audio/drums_louder_5.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/DC/240912-153548_Audio/drums_louder_0.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/DC/240912-153548_Audio/drums_louder_10.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/DC/240912-153548_Audio/drums_louder_15.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/DC/240912-153548_Audio/drums_louder_20.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/DC/240912-153548_Audio/drums_louder_25.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/DC/240912-153548_Audio/drums_louder_30.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/DC/240912-153548_Audio/drums_louder_35.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/DC/240912-153548_Audio/drums_louder_5.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/DC/240912-153700_Audio/drums_louder_0.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/DC/240912-153700_Audio/drums_louder_10.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/DC/240912-153700_Audio/drums_louder_15.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/DC/240912-153700_Audio/drums_louder_20.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/DC/240912-153700_Audio/drums_louder_25.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/DC/240912-153700_Audio/drums_louder_30.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/DC/240912-153700_Audio/drums_louder_35.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/DC/240912-153700_Audio/drums_louder_5.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/DC/240912-153948_Audio/drums_louder_0.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/DC/240912-153948_Audio/drums_louder_10.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/DC/240912-153948_Audio/drums_louder_15.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/DC/240912-153948_Audio/drums_louder_20.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/DC/240912-153948_Audio/drums_louder_25.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/DC/240912-153948_Audio/drums_louder_30.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/DC/240912-153948_Audio/drums_louder_35.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/DC/240912-153948_Audio/drums_louder_40.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/DC/240912-153948_Audio/drums_louder_45.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/DC/240912-153948_Audio/drums_louder_5.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/DC/240912-155046_Audio/drums_louder_0.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/DC/240912-155046_Audio/drums_louder_10.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/DC/240912-155046_Audio/drums_louder_15.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/DC/240912-155046_Audio/drums_louder_20.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/DC/240912-155046_Audio/drums_louder_25.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/DC/240912-155046_Audio/drums_louder_30.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/DC/240912-155046_Audio/drums_louder_35.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/DC/240912-155046_Audio/drums_louder_40.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/DC/240912-155046_Audio/drums_louder_5.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/DC/240912-155158_Audio/drums_louder_0.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/DC/240912-155158_Audio/drums_louder_10.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/DC/240912-155158_Audio/drums_louder_15.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/DC/240912-155158_Audio/drums_louder_20.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/DC/240912-155158_Audio/drums_louder_25.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/DC/240912-155158_Audio/drums_louder_30.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/DC/240912-155158_Audio/drums_louder_35.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/DC/240912-155158_Audio/drums_louder_5.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/DC/240912-155303_Audio/drums_louder_0.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/DC/240912-155303_Audio/drums_louder_10.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/DC/240912-155303_Audio/drums_louder_15.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/DC/240912-155303_Audio/drums_louder_20.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/DC/240912-155303_Audio/drums_louder_25.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/DC/240912-155303_Audio/drums_louder_30.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/DC/240912-155303_Audio/drums_louder_35.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/DC/240912-155303_Audio/drums_louder_5.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/DC/240912-155407_Audio/drums_louder_0.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/DC/240912-155407_Audio/drums_louder_10.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/DC/240912-155407_Audio/drums_louder_15.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/DC/240912-155407_Audio/drums_louder_20.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/DC/240912-155407_Audio/drums_louder_25.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/DC/240912-155407_Audio/drums_louder_30.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/DC/240912-155407_Audio/drums_louder_35.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/DC/240912-155407_Audio/drums_louder_40.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E6013/DC/240912-155407_Audio/drums_louder_5.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E7018/DC/240926-141211_Audio/drums_louder_0.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E7018/DC/240926-141211_Audio/drums_louder_10.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E7018/DC/240926-141211_Audio/drums_louder_15.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E7018/DC/240926-141211_Audio/drums_louder_20.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E7018/DC/240926-141211_Audio/drums_louder_25.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E7018/DC/240926-141211_Audio/drums_louder_30.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E7018/DC/240926-141211_Audio/drums_louder_35.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E7018/DC/240926-141211_Audio/drums_louder_40.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E7018/DC/240926-141211_Audio/drums_louder_45.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E7018/DC/240926-141211_Audio/drums_louder_5.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E7018/DC/240926-141211_Audio/drums_louder_50.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E7018/DC/240926-141354_Audio/drums_louder_0.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E7018/DC/240926-141354_Audio/drums_louder_10.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E7018/DC/240926-141354_Audio/drums_louder_15.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E7018/DC/240926-141354_Audio/drums_louder_20.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E7018/DC/240926-141354_Audio/drums_louder_25.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E7018/DC/240926-141354_Audio/drums_louder_30.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E7018/DC/240926-141354_Audio/drums_louder_35.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E7018/DC/240926-141354_Audio/drums_louder_40.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E7018/DC/240926-141354_Audio/drums_louder_45.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E7018/DC/240926-141354_Audio/drums_louder_5.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E7018/DC/240926-141507_Audio/drums_louder_0.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_12mm/E7018/DC/240926-141507_Audio/drums_louder_10.wav,DC
